functional_domain,storage_zone,job_id,relationship,dataset
DAMLI9,MASTERDATA,damli9-myhgnjhd-vkgabtvsbujj,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-kmyryqro-orfnkcatyovd,OUTPUT,d_damli9_2015
DAMLI9,RAWDATA,damli9-kmyryqro-orfnkcatyovd,INPUT,d_damli9_5178
DAMLI9,STAGING IN,damli9-kmyryqro-orfnkcatyovd,INPUT,d_damli9_1156
DAMLI9,MASTERDATA,damli9-fnfdyllm-gyqwemxzuimd,INPUT,d_damli9_5271
DAMLI9,MASTERDATA,damli9-fnfdyllm-gyqwemxzuimd,INPUT,d_damli9_5272
DAMLI9,MASTERDATA,damli9-fnfdyllm-gyqwemxzuimd,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-hukeiglk-uqnjifubadxd,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-hukeiglk-uqnjifubadxd,INPUT,d_damli9_5273
DAMLI9,MASTERDATA,damli9-hukeiglk-uqnjifubadxd,INPUT,d_damli9_5274
DAMLI9,MASTERDATA,damli9-nhgnjxpj-pypqoyskdhrf,INPUT,d_damli9_5282
DAMLI9,MASTERDATA,damli9-nhgnjxpj-pypqoyskdhrf,INPUT,d_damli9_5281
DAMLI9,MASTERDATA,damli9-nhgnjxpj-pypqoyskdhrf,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-qcqlekay-exbfodxngugg,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-qcqlekay-exbfodxngugg,INPUT,d_damli9_1151
DAMLI9,STAGING IN,damli9-fezbpnqm-dgabjptuccld,INPUT,d_damli9_1160
DAMLI9,MASTERDATA,damli9-fezbpnqm-dgabjptuccld,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-dipafitc-vzyscslimeyb,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-dipafitc-vzyscslimeyb,INPUT,d_damli9_1176
DAMLI9,STAGING IN,damli9-ljwdklbo-snlrqpjjkkwz,INPUT,d_damli9_1166
DAMLI9,MASTERDATA,damli9-ljwdklbo-snlrqpjjkkwz,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-ndeltnqh-bxulcnlyoixh,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-ndeltnqh-bxulcnlyoixh,INPUT,d_damli9_1155
DAMLI9,STAGING IN,damli9-yrqtblxi-argkooyfbzur,INPUT,d_damli9_1154
DAMLI9,MASTERDATA,damli9-yrqtblxi-argkooyfbzur,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-auttjxyu-oixnjpjfuegw,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-auttjxyu-oixnjpjfuegw,INPUT,d_damli9_1173
DAMLI9,STAGING IN,damli9-jyvbosou-thbpkuklmjgi,INPUT,d_damli9_767
DAMLI9,MASTERDATA,damli9-jyvbosou-thbpkuklmjgi,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-ebslhmqg-prekmqmguijd,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-ebslhmqg-prekmqmguijd,INPUT,d_damli9_768
DAMLI9,STAGING IN,damli9-pplipqfb-gnvlhtkquxyw,INPUT,d_damli9_781
DAMLI9,MASTERDATA,damli9-pplipqfb-gnvlhtkquxyw,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-ttpfxqqg-xlxnmtatrgce,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-ttpfxqqg-xlxnmtatrgce,INPUT,d_damli9_783
DAMLI9,STAGING IN,damli9-eggujcfs-yyolweklbltw,INPUT,d_damli9_782
DAMLI9,MASTERDATA,damli9-eggujcfs-yyolweklbltw,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-ldxtcrdj-isshfmsztptu,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-ldxtcrdj-isshfmsztptu,INPUT,d_damli9_576
DAMLI9,MASTERDATA,damli9-vfgmdblo-iyqcvxkeismq,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-vfgmdblo-iyqcvxkeismq,INPUT,d_damli9_1152
DAMLI9,MASTERDATA,damli9-iilhapzj-txncsjglynot,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-iilhapzj-txncsjglynot,INPUT,d_damli9_577
DAMLI9,MASTERDATA,damli9-rvrvpczw-rvqtvtenfrhy,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-rvrvpczw-rvqtvtenfrhy,INPUT,d_damli9_1157
DAMLI9,STAGING IN,damli9-fgazaudu-mqejxoqpuqyv,INPUT,d_damli9_1164
DAMLI9,MASTERDATA,damli9-fgazaudu-mqejxoqpuqyv,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-hlgdtvzp-pccqoyatxmsl,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-hlgdtvzp-pccqoyatxmsl,INPUT,d_damli9_1162
DAMLI9,STAGING IN,damli9-vqugggyg-ipqtpnagjgnz,INPUT,d_damli9_1161
DAMLI9,MASTERDATA,damli9-vqugggyg-ipqtpnagjgnz,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-oelaotcw-klelfqbogxai,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-oelaotcw-klelfqbogxai,INPUT,d_damli9_1163
DAMLI9,STAGING IN,damli9-jjaxdppw-ztgvfewkdqwp,INPUT,d_damli9_1153
DAMLI9,MASTERDATA,damli9-jjaxdppw-ztgvfewkdqwp,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-vkatoxrb-ymzvmqllbyxz,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-vkatoxrb-ymzvmqllbyxz,INPUT,d_damli9_1167
DAMLI9,STAGING IN,damli9-oeecfoba-iykqdzqducnn,INPUT,d_damli9_1178
DAMLI9,MASTERDATA,damli9-oeecfoba-iykqdzqducnn,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-lqlluetj-qldvnaetzxdj,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-lqlluetj-qldvnaetzxdj,INPUT,d_damli9_1159
DAMLI9,STAGING IN,damli9-mqgqhijp-mritkuhixcsb,INPUT,d_damli9_1158
DAMLI9,MASTERDATA,damli9-mqgqhijp-mritkuhixcsb,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-bpxamgew-uqlhguqdgddo,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-bpxamgew-uqlhguqdgddo,INPUT,d_damli9_1174
DAMLI9,STAGING IN,damli9-fvluafbl-rzlrgrxqsdyr,INPUT,d_damli9_1175
DAMLI9,MASTERDATA,damli9-fvluafbl-rzlrgrxqsdyr,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-yupogvgo-kdxmbwkbbllw,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-yupogvgo-kdxmbwkbbllw,INPUT,d_damli9_1177
DAMLI9,STAGING IN,damli9-krzcnyka-qloiqfnykgjh,INPUT,d_damli9_1168
DAMLI9,MASTERDATA,damli9-krzcnyka-qloiqfnykgjh,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-kulsineb-snoymwqxknmn,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-kulsineb-snoymwqxknmn,INPUT,d_damli9_1165
DAMLI9,STAGING IN,damli9-hxjqrgpl-uvpckrhnbvok,INPUT,d_damli9_1172
DAMLI9,MASTERDATA,damli9-hxjqrgpl-uvpckrhnbvok,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-syccdikb-eqtytwppvadg,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-syccdikb-eqtytwppvadg,INPUT,d_damli9_1170
DAMLI9,STAGING IN,damli9-clzadhmb-lveahemajrsl,INPUT,d_damli9_1169
DAMLI9,MASTERDATA,damli9-clzadhmb-lveahemajrsl,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-hdjveurl-tyqghlwtykvp,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-hdjveurl-tyqghlwtykvp,INPUT,d_damli9_1171
DAMLI9,MASTERDATA,damli9-lvnxzdlc-cybhyxfpguka,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-lvnxzdlc-cybhyxfpguka,INPUT,d_damli9_575
DAMLI9,MASTERDATA,damli9-lictznat-ieblmhavyygz,OUTPUT,d_damli9_2015
DAMLI9,STAGING IN,damli9-lictznat-ieblmhavyygz,INPUT,d_damli9_1156
DAMLI9,MASTERDATA,damli9-ikwtfrwl-hmkehofdogrm,INPUT,d_damli9_5288
DAMLI9,MASTERDATA,damli9-ikwtfrwl-hmkehofdogrm,INPUT,d_damli9_5289
DAMLI9,MASTERDATA,damli9-ikwtfrwl-hmkehofdogrm,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-cvshaoje-iaeahgmsuujm,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-cvshaoje-iaeahgmsuujm,INPUT,d_damli9_5292
DAMLI9,MASTERDATA,damli9-cvshaoje-iaeahgmsuujm,INPUT,d_damli9_5293
DAMLI9,MASTERDATA,damli9-tsawohgq-gjyfkcfaczki,INPUT,d_damli9_5285
DAMLI9,MASTERDATA,damli9-tsawohgq-gjyfkcfaczki,INPUT,d_damli9_5286
DAMLI9,MASTERDATA,damli9-tsawohgq-gjyfkcfaczki,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-olmbeutl-lrlxtigmljak,OUTPUT,d_damli9_2015
DAMLI9,MASTERDATA,damli9-olmbeutl-lrlxtigmljak,INPUT,d_damli9_5290
DAMLI9,MASTERDATA,damli9-olmbeutl-lrlxtigmljak,INPUT,d_damli9_5291
DAMLI9,MASTERDATA,damli9-lwusqxmb-koduztyebebc,INPUT,d_damli9_5273
DAMLI9,MASTERDATA,damli9-lwusqxmb-koduztyebebc,OUTPUT,d_damli9_2167
DAMLI9,RAWDATA,damli9-bjemboyq-pjvmxkyhmozo,OUTPUT,d_damli9_2647
DAMLI9,RAWDATA,damli9-bjemboyq-pjvmxkyhmozo,INPUT,d_damli9_5164
YI0SOC,MASTERDATA,yi0soc-mzjlgyaz-wqxqzeugruqc,OUTPUT,d_yi0soc_5303
YI0SOC,RAWDATA,yi0soc-mzjlgyaz-wqxqzeugruqc,INPUT,d_yi0soc_4220
YI0SOC,MASTERDATA,yi0soc-mzjlgyaz-wqxqzeugruqc,INPUT,d_yi0soc_4976
YI0SOC,MASTERDATA,yi0soc-rpbzsjhb-bklqlteummgp,INPUT,d_yi0soc_4976
YI0SOC,RAWDATA,yi0soc-rpbzsjhb-bklqlteummgp,INPUT,d_yi0soc_4220
YI0SOC,MASTERDATA,yi0soc-rpbzsjhb-bklqlteummgp,OUTPUT,d_yi0soc_5305
YI0SOC,MASTERDATA,yi0soc-stakpbho-mtcgfnyfflic,OUTPUT,d_yi0soc_5304
YI0SOC,RAWDATA,yi0soc-stakpbho-mtcgfnyfflic,INPUT,d_yi0soc_4220
YI0SOC,MASTERDATA,yi0soc-stakpbho-mtcgfnyfflic,INPUT,d_yi0soc_4976
YI0SOC,MASTERDATA,yi0soc-tqicfzqg-itysijcdrvyj,INPUT,d_yi0soc_4976
YI0SOC,MASTERDATA,yi0soc-tqicfzqg-itysijcdrvyj,OUTPUT,d_yi0soc_5306
YI0SOC,RAWDATA,yi0soc-tqicfzqg-itysijcdrvyj,INPUT,d_yi0soc_5668
YI0SOC,RAWDATA,yi0soc-mvmqgvhi-iqzazaxouvce,INPUT,d_yi0soc_4220
YI0SOC,MASTERDATA,yi0soc-mvmqgvhi-iqzazaxouvce,INPUT,d_yi0soc_5303
YI0SOC,MASTERDATA,yi0soc-mvmqgvhi-iqzazaxouvce,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-adjosylc-havvrkqnbnfk,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-adjosylc-havvrkqnbnfk,INPUT,d_yi0soc_5305
YI0SOC,RAWDATA,yi0soc-adjosylc-havvrkqnbnfk,INPUT,d_yi0soc_4220
YI0SOC,RAWDATA,yi0soc-gwgvqypj-ajlaulnrdawq,INPUT,d_yi0soc_4220
YI0SOC,MASTERDATA,yi0soc-gwgvqypj-ajlaulnrdawq,INPUT,d_yi0soc_5304
YI0SOC,MASTERDATA,yi0soc-gwgvqypj-ajlaulnrdawq,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-jaytymmm-znrgfrxnilmm,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-jaytymmm-znrgfrxnilmm,INPUT,d_yi0soc_5306
YI0SOC,RAWDATA,yi0soc-jaytymmm-znrgfrxnilmm,INPUT,d_yi0soc_5668
YI0SOC,RAWDATA,yi0soc-farkxwtb-gkzhbjgahrpr,INPUT,d_yi0soc_3376
YI0SOC,RAWDATA,yi0soc-farkxwtb-gkzhbjgahrpr,INPUT,d_yi0soc_3373
YI0SOC,RAWDATA,yi0soc-farkxwtb-gkzhbjgahrpr,INPUT,d_yi0soc_3369
YI0SOC,RAWDATA,yi0soc-farkxwtb-gkzhbjgahrpr,INPUT,d_yi0soc_3374
YI0SOC,MASTERDATA,yi0soc-farkxwtb-gkzhbjgahrpr,INPUT,d_yi0soc_4976
YI0SOC,MASTERDATA,yi0soc-farkxwtb-gkzhbjgahrpr,INPUT,d_yi0soc_4681
YI0SOC,MASTERDATA,yi0soc-farkxwtb-gkzhbjgahrpr,INPUT,d_yi0soc_4684
YI0SOC,MASTERDATA,yi0soc-farkxwtb-gkzhbjgahrpr,OUTPUT,d_yi0soc_5307
YI0SOC,MASTERDATA,yi0soc-farkxwtb-gkzhbjgahrpr,OUTPUT,d_yi0soc_5312
YI0SOC,MASTERDATA,yi0soc-farkxwtb-gkzhbjgahrpr,INPUT,d_yi0soc_4698
YI0SOC,MASTERDATA,yi0soc-farkxwtb-gkzhbjgahrpr,OUTPUT,d_yi0soc_5299
YI0SOC,MASTERDATA,yi0soc-yyzxkgah-licjpkeynalm,OUTPUT,d_yi0soc_5299
YI0SOC,MASTERDATA,yi0soc-yyzxkgah-licjpkeynalm,OUTPUT,d_yi0soc_5312
YI0SOC,MASTERDATA,yi0soc-yyzxkgah-licjpkeynalm,OUTPUT,d_yi0soc_5307
YI0SOC,RAWDATA,yi0soc-yyzxkgah-licjpkeynalm,INPUT,d_yi0soc_3374
YI0SOC,RAWDATA,yi0soc-yyzxkgah-licjpkeynalm,INPUT,d_yi0soc_3369
YI0SOC,RAWDATA,yi0soc-yyzxkgah-licjpkeynalm,INPUT,d_yi0soc_3373
YI0SOC,RAWDATA,yi0soc-yyzxkgah-licjpkeynalm,INPUT,d_yi0soc_3376
YI0SOC,MASTERDATA,yi0soc-yyzxkgah-licjpkeynalm,INPUT,d_yi0soc_4681
YI0SOC,MASTERDATA,yi0soc-yyzxkgah-licjpkeynalm,INPUT,d_yi0soc_4684
YI0SOC,MASTERDATA,yi0soc-clblnhkk-afilimxufvfj,INPUT,d_yi0soc_4684
YI0SOC,MASTERDATA,yi0soc-clblnhkk-afilimxufvfj,INPUT,d_yi0soc_4681
YI0SOC,MASTERDATA,yi0soc-clblnhkk-afilimxufvfj,OUTPUT,d_yi0soc_5314
YI0SOC,MASTERDATA,yi0soc-clblnhkk-afilimxufvfj,OUTPUT,d_yi0soc_5309
YI0SOC,MASTERDATA,yi0soc-clblnhkk-afilimxufvfj,OUTPUT,d_yi0soc_5298
YI0SOC,RAWDATA,yi0soc-clblnhkk-afilimxufvfj,INPUT,d_yi0soc_3373
YI0SOC,RAWDATA,yi0soc-clblnhkk-afilimxufvfj,INPUT,d_yi0soc_3376
YI0SOC,RAWDATA,yi0soc-clblnhkk-afilimxufvfj,INPUT,d_yi0soc_3374
YI0SOC,RAWDATA,yi0soc-clblnhkk-afilimxufvfj,INPUT,d_yi0soc_3370
YI0SOC,RAWDATA,yi0soc-lirsvcfl-qeayromirhfs,INPUT,d_yi0soc_3373
YI0SOC,RAWDATA,yi0soc-lirsvcfl-qeayromirhfs,INPUT,d_yi0soc_3374
YI0SOC,RAWDATA,yi0soc-lirsvcfl-qeayromirhfs,INPUT,d_yi0soc_3376
YI0SOC,MASTERDATA,yi0soc-lirsvcfl-qeayromirhfs,INPUT,d_yi0soc_4681
YI0SOC,MASTERDATA,yi0soc-lirsvcfl-qeayromirhfs,INPUT,d_yi0soc_4684
YI0SOC,MASTERDATA,yi0soc-lirsvcfl-qeayromirhfs,INPUT,d_yi0soc_4976
YI0SOC,MASTERDATA,yi0soc-lirsvcfl-qeayromirhfs,OUTPUT,d_yi0soc_5300
YI0SOC,MASTERDATA,yi0soc-lirsvcfl-qeayromirhfs,OUTPUT,d_yi0soc_5310
YI0SOC,MASTERDATA,yi0soc-lirsvcfl-qeayromirhfs,OUTPUT,d_yi0soc_5315
YI0SOC,RAWDATA,yi0soc-lirsvcfl-qeayromirhfs,INPUT,d_yi0soc_3371
YI0SOC,MASTERDATA,yi0soc-lirsvcfl-qeayromirhfs,INPUT,d_yi0soc_4698
YI0SOC,MASTERDATA,yi0soc-wtwcxnhv-tvsrqaymwljy,OUTPUT,d_yi0soc_5313
YI0SOC,MASTERDATA,yi0soc-wtwcxnhv-tvsrqaymwljy,OUTPUT,d_yi0soc_5301
YI0SOC,RAWDATA,yi0soc-wtwcxnhv-tvsrqaymwljy,INPUT,d_yi0soc_3373
YI0SOC,RAWDATA,yi0soc-wtwcxnhv-tvsrqaymwljy,INPUT,d_yi0soc_3372
YI0SOC,RAWDATA,yi0soc-wtwcxnhv-tvsrqaymwljy,INPUT,d_yi0soc_3376
YI0SOC,RAWDATA,yi0soc-wtwcxnhv-tvsrqaymwljy,INPUT,d_yi0soc_3374
YI0SOC,MASTERDATA,yi0soc-wtwcxnhv-tvsrqaymwljy,OUTPUT,d_yi0soc_5308
YI0SOC,MASTERDATA,yi0soc-wtwcxnhv-tvsrqaymwljy,INPUT,d_yi0soc_4681
YI0SOC,MASTERDATA,yi0soc-wtwcxnhv-tvsrqaymwljy,INPUT,d_yi0soc_4684
YI0SOC,MASTERDATA,yi0soc-dwvkcexo-qufgxoyeajgh,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-dwvkcexo-qufgxoyeajgh,INPUT,d_yi0soc_5298
YI0SOC,MASTERDATA,yi0soc-acqqbhxu-sgvcxgunrzgc,INPUT,d_yi0soc_5299
YI0SOC,MASTERDATA,yi0soc-acqqbhxu-sgvcxgunrzgc,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-scmabrqn-rrfznnltmwaq,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-scmabrqn-rrfznnltmwaq,INPUT,d_yi0soc_5300
YI0SOC,MASTERDATA,yi0soc-boofdbdw-ckynknqctunc,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-boofdbdw-ckynknqctunc,INPUT,d_yi0soc_5302
YI0SOC,MASTERDATA,yi0soc-gdzbexep-nmqccnpyvhbd,INPUT,d_yi0soc_5302
YI0SOC,MASTERDATA,yi0soc-gdzbexep-nmqccnpyvhbd,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-dldlkliq-hbiyfturmyam,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-dldlkliq-hbiyfturmyam,INPUT,d_yi0soc_5301
YI0SOC,MASTERDATA,yi0soc-fgpaqjnp-lzjmazvwkdyv,INPUT,d_yi0soc_5307
YI0SOC,MASTERDATA,yi0soc-fgpaqjnp-lzjmazvwkdyv,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-inwwsxht-grcymctthcrq,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-inwwsxht-grcymctthcrq,INPUT,d_yi0soc_5308
YI0SOC,MASTERDATA,yi0soc-btctghdt-muzyohzijcuq,INPUT,d_yi0soc_5309
YI0SOC,MASTERDATA,yi0soc-btctghdt-muzyohzijcuq,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-tbtbgzjk-zlkvagxojrtq,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-tbtbgzjk-zlkvagxojrtq,INPUT,d_yi0soc_5310
YI0SOC,MASTERDATA,yi0soc-ttizewwv-ndpblxbualah,INPUT,d_yi0soc_5311
YI0SOC,MASTERDATA,yi0soc-ttizewwv-ndpblxbualah,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-soskphmd-dmswqwrdqhfo,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-soskphmd-dmswqwrdqhfo,INPUT,d_yi0soc_5311
YI0SOC,MASTERDATA,yi0soc-zhtxfuzs-wksqwpdpgagp,INPUT,d_yi0soc_5312
YI0SOC,MASTERDATA,yi0soc-zhtxfuzs-wksqwpdpgagp,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-slnmzqeq-gmpqrtlrquvi,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-slnmzqeq-gmpqrtlrquvi,INPUT,d_yi0soc_5313
YI0SOC,MASTERDATA,yi0soc-tcwwrnyg-xdohgxmomqvu,INPUT,d_yi0soc_5314
YI0SOC,MASTERDATA,yi0soc-tcwwrnyg-xdohgxmomqvu,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-xivoqnvl-ebkonmkruajh,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-xivoqnvl-ebkonmkruajh,INPUT,d_yi0soc_5315
YI0SOC,MASTERDATA,yi0soc-cdkxdmkg-ywtbrxaofkjw,INPUT,d_yi0soc_5316
YI0SOC,MASTERDATA,yi0soc-cdkxdmkg-ywtbrxaofkjw,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-ckodcfxj-urqnafeettxo,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-ckodcfxj-urqnafeettxo,INPUT,d_yi0soc_5316
YI0SOC,MASTERDATA,yi0soc-oclymdjd-rsxdevhxzqak,INPUT,d_yi0soc_5298
YI0SOC,MASTERDATA,yi0soc-oclymdjd-rsxdevhxzqak,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-uhvzwogz-rlihovntaejg,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-uhvzwogz-rlihovntaejg,INPUT,d_yi0soc_5299
YI0SOC,MASTERDATA,yi0soc-qyxarzdy-nbogavxpelby,INPUT,d_yi0soc_5300
YI0SOC,MASTERDATA,yi0soc-qyxarzdy-nbogavxpelby,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-lygzvtmd-ntpcixrqqvjz,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-lygzvtmd-ntpcixrqqvjz,INPUT,d_yi0soc_5302
YI0SOC,MASTERDATA,yi0soc-txzhaxwt-ngnwccdgdvko,INPUT,d_yi0soc_5302
YI0SOC,MASTERDATA,yi0soc-txzhaxwt-ngnwccdgdvko,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-zwcsgujc-obaarlwshplp,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-zwcsgujc-obaarlwshplp,INPUT,d_yi0soc_5301
YI0SOC,MASTERDATA,yi0soc-iahbacty-qoeycgduauip,INPUT,d_yi0soc_5307
YI0SOC,MASTERDATA,yi0soc-iahbacty-qoeycgduauip,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-ekdhbsrx-xljvkghmmiez,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-ekdhbsrx-xljvkghmmiez,INPUT,d_yi0soc_5308
YI0SOC,MASTERDATA,yi0soc-fehhhvbh-kwotxnrvkett,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-fehhhvbh-kwotxnrvkett,INPUT,d_yi0soc_5309
YI0SOC,MASTERDATA,yi0soc-oeqiuixn-lvnnnxncmntb,INPUT,d_yi0soc_5310
YI0SOC,MASTERDATA,yi0soc-oeqiuixn-lvnnnxncmntb,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-ceerproj-fmuwbgzzuxgr,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-ceerproj-fmuwbgzzuxgr,INPUT,d_yi0soc_5311
YI0SOC,MASTERDATA,yi0soc-hvdthvgk-xnuvxiyapxmy,INPUT,d_yi0soc_5311
YI0SOC,MASTERDATA,yi0soc-hvdthvgk-xnuvxiyapxmy,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-zbfhgbyn-vrutpkqrkkld,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-zbfhgbyn-vrutpkqrkkld,INPUT,d_yi0soc_5312
YI0SOC,MASTERDATA,yi0soc-fsnndvbw-kulxytlcygfx,INPUT,d_yi0soc_5313
YI0SOC,MASTERDATA,yi0soc-fsnndvbw-kulxytlcygfx,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-bplfcbpi-dasmkxjkmxtn,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-bplfcbpi-dasmkxjkmxtn,INPUT,d_yi0soc_5314
YI0SOC,MASTERDATA,yi0soc-xvssmgja-vxakvsyifhla,INPUT,d_yi0soc_5315
YI0SOC,MASTERDATA,yi0soc-xvssmgja-vxakvsyifhla,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-llrmjtkv-nzpjwrkhozoe,OUTPUT,d_yi0soc_2015
YI0SOC,MASTERDATA,yi0soc-llrmjtkv-nzpjwrkhozoe,INPUT,d_yi0soc_5316
YI0SOC,MASTERDATA,yi0soc-hnobraix-nfktadibngjh,INPUT,d_yi0soc_5316
YI0SOC,MASTERDATA,yi0soc-hnobraix-nfktadibngjh,OUTPUT,d_yi0soc_2015
B7FMAF,,b7fmaf-cfndacfs-rbgrtajlkbsn,OUTPUT,d_b7fmaf_1986
B7FMAF,,b7fmaf-cfndacfs-rbgrtajlkbsn,INPUT,d_b7fmaf_1987
B7FMAF,,b7fmaf-cfndacfs-rbgrtajlkbsn,INPUT,d_b7fmaf_1988
NQW5DZ,,nqw5dz-pwihvssm-ophxbnmgniid,INPUT,d_nqw5dz_1923
NQW5DZ,,nqw5dz-pwihvssm-ophxbnmgniid,INPUT,d_nqw5dz_1922
NQW5DZ,,nqw5dz-pwihvssm-ophxbnmgniid,INPUT,d_nqw5dz_1927
NQW5DZ,,nqw5dz-pwihvssm-ophxbnmgniid,INPUT,d_nqw5dz_1916
NQW5DZ,,nqw5dz-pwihvssm-ophxbnmgniid,INPUT,d_nqw5dz_1918
NQW5DZ,,nqw5dz-pwihvssm-ophxbnmgniid,INPUT,d_nqw5dz_1925
NQW5DZ,,nqw5dz-pwihvssm-ophxbnmgniid,OUTPUT,d_nqw5dz_2900
NQW5DZ,,nqw5dz-pwihvssm-ophxbnmgniid,INPUT,d_nqw5dz_1921
NQW5DZ,,nqw5dz-hxwtirkt-fewywribjdol,INPUT,d_nqw5dz_1922
NQW5DZ,,nqw5dz-hxwtirkt-fewywribjdol,INPUT,d_nqw5dz_1927
